ref_code,source_material_id_orig,source_material_id
EMOBON00322,EMOBON_AAOT_Wa_220214_3um_2,EMOBON_AAOT_Wa_82
EMOBON00323,EMOBON_AAOT_Wa_220214_0.2um_1,EMOBON_AAOT_Wa_86
EMOBON00324,EMOBON_AAOT_Wa_220214_0.2um_2,EMOBON_AAOT_Wa_87
EMOBON00325,EMOBON_AAOT_Wa_220411_3um_1,EMOBON_AAOT_Wa_101
EMOBON00326,EMOBON_AAOT_Wa_220411_3um_2,EMOBON_AAOT_Wa_102
EMOBON00327,EMOBON_AAOT_Wa_220411_0.2um_1,EMOBON_AAOT_Wa_106
EMOBON00328,EMOBON_AAOT_Wa_220411_0.2um_2,EMOBON_AAOT_Wa_107
EMOBON00329,EMOBON_AAOT_Wa_220613_3um_1,EMOBON_AAOT_Wa_121
EMOBON00330,EMOBON_AAOT_Wa_220613_3um_2,EMOBON_AAOT_Wa_122
EMOBON00331,EMOBON_AAOT_Wa_220613_0.2um_1,EMOBON_AAOT_Wa_126
EMOBON00332,EMOBON_AAOT_Wa_220613_0.2um_2,EMOBON_AAOT_Wa_127
EMOBON00333,EMOBON_AAOT_Wa_220804_3um_1,EMOBON_AAOT_Wa_141
EMOBON00334,EMOBON_AAOT_Wa_220804_3um_2,EMOBON_AAOT_Wa_142
EMOBON00335,EMOBON_AAOT_Wa_220804_0.2um_1,EMOBON_AAOT_Wa_146
EMOBON00336,EMOBON_AAOT_Wa_220804_0.2um_2,EMOBON_AAOT_Wa_147
EMOBON00337,EMOBON_VB_Wa_220221_3um_1,EMOBON_VB_Wa_189
EMOBON00338,EMOBON_VB_Wa_220221_3um_2,EMOBON_VB_Wa_190
EMOBON00339,EMOBON_VB_Wa_220221_0.2um_1,EMOBON_VB_Wa_192
EMOBON00340,EMOBON_VB_Wa_220221_0.2um_2,EMOBON_VB_Wa_193
EMOBON00341,EMOBON_VB_Wa_220419_3um_1,EMOBON_VB_Wa_236
EMOBON00342,EMOBON_VB_Wa_220419_3um_2,EMOBON_VB_Wa_237
EMOBON00343,EMOBON_VB_Wa_220419_0.2um_1,EMOBON_VB_Wa_239
EMOBON00344,EMOBON_VB_Wa_220419_0.2um_2,EMOBON_VB_Wa_240
EMOBON00345,EMOBON_VB_Wa_220614_3um_1,EMOBON_VB_Wa_288
