ref_code,source_material_id
EMOBON00312,EMOBON_MBAL4_Wa_220427_0.2um_blank
EMOBON00313,EMOBON_MBAL4_Wa_220616_3um_1
EMOBON00314,EMOBON_MBAL4_Wa_220616_3um_2
EMOBON00315,EMOBON_MBAL4_Wa_220616_0.2um_1
EMOBON00316,EMOBON_MBAL4_Wa_220616_0.2um_2
EMOBON00317,EMOBON_MBAL4_Wa_220912_3um_1
EMOBON00318,EMOBON_MBAL4_Wa_220912_3um_2
EMOBON00319,EMOBON_MBAL4_Wa_220912_0.2um_1
EMOBON00320,EMOBON_MBAL4_Wa_220912_0.2um_2
EMOBON00321,EMOBON_AAOT_Wa_220214_3um_1
EMOBON00322,EMOBON_AAOT_Wa_220214_3um_2
EMOBON00323,EMOBON_AAOT_Wa_220214_0.2um_1
EMOBON00324,EMOBON_AAOT_Wa_220214_0.2um_2
EMOBON00325,EMOBON_AAOT_Wa_220411_3um_1
EMOBON00326,EMOBON_AAOT_Wa_220411_3um_2
EMOBON00327,EMOBON_AAOT_Wa_220411_0.2um_1
EMOBON00328,EMOBON_AAOT_Wa_220411_0.2um_2
EMOBON00329,EMOBON_AAOT_Wa_220613_3um_1
EMOBON00330,EMOBON_AAOT_Wa_220613_3um_2
EMOBON00331,EMOBON_AAOT_Wa_220613_0.2um_1
EMOBON00332,EMOBON_AAOT_Wa_220613_0.2um_2
EMOBON00333,EMOBON_AAOT_Wa_220804_3um_1
EMOBON00334,EMOBON_AAOT_Wa_220804_3um_2
EMOBON00335,EMOBON_AAOT_Wa_220804_0.2um_1
EMOBON00336,EMOBON_AAOT_Wa_220804_0.2um_2
EMOBON00337,EMOBON_VB_Wa_220221_3um_1
EMOBON00338,EMOBON_VB_Wa_220221_3um_2
EMOBON00339,EMOBON_VB_Wa_220221_0.2um_1
EMOBON00340,EMOBON_VB_Wa_220221_0.2um_2
EMOBON00341,EMOBON_VB_Wa_220419_3um_1
EMOBON00342,EMOBON_VB_Wa_220419_3um_2
EMOBON00343,EMOBON_VB_Wa_220419_0.2um_1
EMOBON00344,EMOBON_VB_Wa_220419_0.2um_2
EMOBON00345,EMOBON_VB_Wa_220614_3um_1
EMOBON00346,EMOBON_VB_Wa_220614_3um_2
EMOBON00347,EMOBON_VB_Wa_220614_0.2um_1
EMOBON00348,EMOBON_VB_Wa_220614_0.2um_2
EMOBON00349,EMOBON_VB_Wa_220823_3um_1
EMOBON00350,EMOBON_VB_Wa_220823_3um_2
EMOBON00351,EMOBON_VB_Wa_220823_0.2um_1
EMOBON00352,EMOBON_VB_Wa_220823_0.2um_2
EMOBON00353,EMOBON_ROSKOGO_Wa_220210_3um_1
EMOBON00354,EMOBON_ROSKOGO_Wa_220210_3um_2
EMOBON00355,EMOBON_ROSKOGO_Wa_220210_0.2um_1
EMOBON00356,EMOBON_ROSKOGO_Wa_220210_0.2um_2
EMOBON00357,EMOBON_ROSKOGO_Wa_220425_3um_1
EMOBON00358,EMOBON_ROSKOGO_Wa_220425_3um_2
EMOBON00359,EMOBON_ROSKOGO_Wa_220425_0.2um_1
EMOBON00360,EMOBON_ROSKOGO_Wa_220425_0.2um_2
EMOBON00361,EMOBON_ROSKOGO_Wa_220607_3um_1
EMOBON00362,EMOBON_ROSKOGO_Wa_220607_3um_2
EMOBON00363,EMOBON_ROSKOGO_Wa_220607_0.2um_1
EMOBON00364,EMOBON_ROSKOGO_Wa_220607_0.2um_2
EMOBON00365,EMOBON_ROSKOGO_Wa_220805_3um_1
EMOBON00366,EMOBON_ROSKOGO_Wa_220805_3um_2
EMOBON00367,EMOBON_ROSKOGO_Wa_220805_0.2um_1
EMOBON00368,EMOBON_ROSKOGO_Wa_220805_0.2um_2
EMOBON00369,EMOBON_ROSKOGO_So_220303_micro_1
EMOBON00370,EMOBON_ROSKOGO_So_220303_micro_2
EMOBON00371,EMOBON_ROSKOGO_So_220425_micro_1
EMOBON00372,EMOBON_ROSKOGO_So_220425_micro_2
EMOBON00373,EMOBON_ROSKOGO_So_220623_micro_1
EMOBON00374,EMOBON_ROSKOGO_So_220623_micro_2
EMOBON00375,EMOBON_ESC68N_Wa_220209_3um_1
EMOBON00376,EMOBON_ESC68N_Wa_220209_3um_2
EMOBON00377,EMOBON_ESC68N_Wa_220209_0.2um_1
EMOBON00378,EMOBON_ESC68N_Wa_220209_0.2um_2
EMOBON00379,EMOBON_ESC68N_Wa_220505_3um_1
EMOBON00380,EMOBON_ESC68N_Wa_220505_3um_2
EMOBON00381,EMOBON_ESC68N_Wa_220505_0.2um_1
EMOBON00382,EMOBON_ESC68N_Wa_220505_0.2um_2
EMOBON00383,EMOBON_ESC68N_Wa_220614_3um_1
EMOBON00384,EMOBON_ESC68N_Wa_220614_3um_2
EMOBON00385,EMOBON_ESC68N_Wa_220614_0.2um_1
EMOBON00386,EMOBON_ESC68N_Wa_220614_0.2um_2
EMOBON00387,EMOBON_ESC68N_Wa_220824_3um_1
EMOBON00388,EMOBON_ESC68N_Wa_220824_3um_2
EMOBON00389,EMOBON_ESC68N_Wa_220824_0.2um_1
EMOBON00390,EMOBON_ESC68N_Wa_220824_0.2um_2
EMOBON00391,EMOBON_PiEGetxo_Wa_220221_3um_1
EMOBON00392,EMOBON_PiEGetxo_Wa_220221_3um_2
EMOBON00393,EMOBON_PiEGetxo_Wa_220221_0.2um_1
EMOBON00394,EMOBON_PiEGetxo_Wa_220221_0.2um_2
EMOBON00395,EMOBON_PiEGetxo_Wa_220425_3um_1
EMOBON00396,EMOBON_PiEGetxo_Wa_220425_3um_2
EMOBON00397,EMOBON_PiEGetxo_Wa_220425_0.2um_1
EMOBON00398,EMOBON_PiEGetxo_Wa_220425_0.2um_2
EMOBON00399,EMOBON_PiEGetxo_Wa_220425_3um_blank
EMOBON00400,EMOBON_PiEGetxo_Wa_220425_0.2um_blank
EMOBON00401,EMOBON_PiEGetxo_Wa_220622_3um_1
EMOBON00402,EMOBON_PiEGetxo_Wa_220622_3um_2
EMOBON00403,EMOBON_PiEGetxo_Wa_220622_0.2um_1
EMOBON00404,EMOBON_PiEGetxo_Wa_220622_0.2um_2
EMOBON00405,EMOBON_PiEGetxo_Wa_220823_3um_1
EMOBON00406,EMOBON_PiEGetxo_Wa_220823_3um_2
EMOBON00407,EMOBON_PiEGetxo_Wa_220823_0.2um_1
EMOBON00408,EMOBON_PiEGetxo_Wa_220823_0.2um_2
EMOBON00409,EMOBON_RFormosa_Wa_220224_3um_1
EMOBON00410,EMOBON_RFormosa_Wa_220224_3um_2
EMOBON00411,EMOBON_RFormosa_Wa_220224_0.2um_1
EMOBON00412,EMOBON_RFormosa_Wa_220224_0.2um_2
EMOBON00413,EMOBON_RFormosa_Wa_220428_3um_1
EMOBON00414,EMOBON_RFormosa_Wa_2200428_3um_2
EMOBON00415,EMOBON_RFormosa_Wa_2200428_0.2um_1
EMOBON00416,EMOBON_RFormosa_Wa_220428_0.2um_2
EMOBON00417,EMOBON_RFormosa_Wa_220629_3um_1
EMOBON00418,EMOBON_RFormosa_Wa_220629_3um_2
EMOBON00419,EMOBON_RFormosa_Wa_220629_0.2um_1
EMOBON00420,EMOBON_RFormosa_Wa_220629_0.2um_2
EMOBON00421,EMOBON_RFormosa_Wa_2200909_3um_1
EMOBON00422,EMOBON_RFormosa_Wa_2200909_3um_2
EMOBON00423,EMOBON_RFormosa_Wa_220909_0.2um_1
EMOBON00424,EMOBON_RFormosa_Wa_220909_0.2um_2
EMOBON00425,EMOBON_RFormosa_So_220224_micro_1
EMOBON00426,EMOBON_RFormosa_So_220224_micro_2
EMOBON00427,EMOBON_RFormosa_So_220428_micro_1
EMOBON00428,EMOBON_RFormosa_So_220428_micro_2
EMOBON00429,EMOBON_RFormosa_So_220629_micro_1
EMOBON00430,EMOBON_RFormosa_So_220629_micro_2
EMOBON00431,EMOBON_RFormosa_So_220909_micro_1
EMOBON00432,EMOBON_RFormosa_So_220909_micro_2
EMOBON00433,EMOBON_NRMCB_Wa_220302_3um_1
EMOBON00434,EMOBON_NRMCB_Wa_220302_3um_2
EMOBON00435,EMOBON_NRMCB_Wa_220302_0.2um_1
EMOBON00436,EMOBON_NRMCB_Wa_220302_0.2um_2
EMOBON00437,EMOBON_NRMCB_Wa_220427_3um_1
EMOBON00438,EMOBON_NRMCB_Wa_220427_3um_2
EMOBON00439,EMOBON_NRMCB_Wa_220427_0.2um_1
EMOBON00440,EMOBON_NRMCB_Wa_220427_0.2um_2
EMOBON00441,EMOBON_NRMCB_Wa_220623_3um_1
EMOBON00442,EMOBON_NRMCB_Wa_220623_3um_2
EMOBON00443,EMOBON_NRMCB_Wa_220623_0.2um_1
EMOBON00444,EMOBON_NRMCB_Wa_220623_0.2um_2
EMOBON00445,EMOBON_NRMCB_Wa_220623_3um_blank
EMOBON00446,EMOBON_NRMCB_Wa_220623_0.2um_blank
EMOBON00447,EMOBON_NRMCB_Wa_220803_3um_1
EMOBON00448,EMOBON_NRMCB_Wa_220803_3um_2
EMOBON00449,EMOBON_NRMCB_Wa_220803_0.2um_1
EMOBON00450,EMOBON_NRMCB_Wa_220803_0.2um_2
EMOBON00451,EMOBON_NRMCB_So_220311_1
EMOBON00452,EMOBON_NRMCB_So_220311_2
EMOBON00453,EMOBON_NRMCB_So_220427_1
EMOBON00454,EMOBON_NRMCB_So_220427_2
EMOBON00455,EMOBON_NRMCB_So_230622_1
EMOBON00456,EMOBON_NRMCB_So_230622_2
EMOBON00457,EMOBON_NRMCB_So_030822_1
EMOBON00458,EMOBON_NRMCB_So_030822_2
EMOBON00459,EMOBON_OOB_So_220221_micro_1
EMOBON00460,EMOBON_OOB_So_220221_micro_2
EMOBON00461,EMOBON_OOB_So_220425_micro_1
EMOBON00462,EMOBON_OOB_So_220425_micro_2
EMOBON00463,EMOBON_OOB_So_220628_micro_1
EMOBON00464,EMOBON_OOB_So_220628_micro_2
EMOBON00465,EMOBON_OOB_So_220823_micro_1
EMOBON00466,EMOBON_OOB_So_220823_micro_2
EMOBON00467,EMOBON_OSD74_Wa_220225_0.2um_1
EMOBON00468,EMOBON_OSD74_Wa_220225_0.2um_2
EMOBON00469,EMOBON_OSD74_Wa_220225_3um_1
EMOBON00470,EMOBON_OSD74_Wa_220225_3um_2
EMOBON00471,EMOBON_OSD74_Wa_220420_0.2um_1
EMOBON00472,EMOBON_OSD74_Wa_220420_0.2um_2
EMOBON00473,EMOBON_OSD74_Wa_220420_3um_1
EMOBON00474,EMOBON_OSD74_Wa_220420_3um_2
EMOBON00475,EMOBON_OSD74_Wa_220614_0.2um_1
EMOBON00476,EMOBON_OSD74_Wa_220614_0.2um_2
EMOBON00477,EMOBON_OSD74_Wa_220614_3um_1
EMOBON00478,EMOBON_OSD74_Wa_220614_3um_2
EMOBON00479,EMOBON_OSD74_Wa_220822_0.2um_1
EMOBON00480,EMOBON_OSD74_Wa_220822_0.2um_2
EMOBON00481,EMOBON_OSD74_Wa_220822_3um_1
EMOBON00482,EMOBON_OSD74_Wa_220822_3um_2
EMOBON00483,EMOBON_HCMR-1_Wa_211026_3um_1
EMOBON00484,EMOBON_HCMR-1_Wa_211026_3um_2
EMOBON00485,EMOBON_HCMR-1_Wa_211026_0.2um_1
EMOBON00486,EMOBON_HCMR-1_Wa_211026_0.2um_2
EMOBON00487,EMOBON_HCMR-1_Wa_220304_3um_1
EMOBON00488,EMOBON_HCMR-1_Wa_220304_3um_2
EMOBON00489,EMOBON_HCMR-1_Wa_220304_0.2um_1
EMOBON00490,EMOBON_HCMR-1_Wa_220304_0.2um_2
EMOBON00491,EMOBON_HCMR-1_Wa_220505_3um_1
EMOBON00492,EMOBON_HCMR-1_Wa_220505_3um_2
EMOBON00493,EMOBON_HCMR-1_Wa_220505_0.2um_1
EMOBON00494,EMOBON_HCMR-1_Wa_220505_0.2um_2
EMOBON00495,EMOBON_HCMR-1_Wa_220505_3um_blank
EMOBON00496,EMOBON_HCMR-1_Wa_220505_0.2um_blank
EMOBON00497,EMOBON_HCMR-1_Wa_220623_3um_1
EMOBON00498,EMOBON_HCMR-1_Wa_220623_3um_2
EMOBON00499,EMOBON_HCMR-1_Wa_220623_0.2um_1
EMOBON00500,EMOBON_HCMR-1_Wa_2206230.2um_2
EMOBON00501,EMOBON_HCMR-1_Wa_220623_3um_blank
EMOBON00502,EMOBON_HCMR-1_Wa_220623_0.2um_blank
EMOBON00503,EMOBON_HCMR-1_Wa_220915_3um_1
EMOBON00504,EMOBON_HCMR-1_Wa_220915_3um_2
EMOBON00505,EMOBON_HCMR-1_Wa_220915_0.2um_1
EMOBON00506,EMOBON_HCMR-1_Wa_220915_0.2um_2
EMOBON00507,EMOBON_HCMR-1_Wa_221027_3um_1
EMOBON00508,EMOBON_HCMR-1_Wa_221027_3um_2
EMOBON00509,EMOBON_HCMR-1_Wa_221027_0.2um_1
EMOBON00510,EMOBON_HCMR-1_Wa_221027_0.2um_2
EMOBON00511,EMOBON_Bergen_Wa_220426_3uM_1
EMOBON00512,EMOBON_Bergen_Wa_220426_3uM_2
EMOBON00513,EMOBON_Bergen_Wa_220426_0.2uM_1
EMOBON00514,EMOBON_Bergen_Wa_220426_0.2uM_2
EMOBON00515,EMOBON_Bergen_Wa_220630_3uM_1
EMOBON00516,EMOBON_Bergen_Wa_220630_3uM_2
EMOBON00517,EMOBON_Bergen_Wa_220630_0.2uM_1
EMOBON00518,EMOBON_Bergen_Wa_220630_0.2uM_2
EMOBON00519,EMOBON_Bergen_Wa_220630_3uM_blank
EMOBON00520,EMOBON_Bergen_Wa_220630_0.2uM_blank
EMOBON00521,EMOBON_Bergen_Wa_220831_3uM_1
EMOBON00522,EMOBON_Bergen_Wa_220831_3uM_2
EMOBON00523,EMOBON_Bergen_Wa_220831_0.2uM_1
EMOBON00524,EMOBON_Bergen_Wa_220831_0.2uM_2
EMOBON00525,EMOBON_UMF_Wa_220830_3um_1
EMOBON00526,EMOBON_UMF_Wa_220830_3um_2
EMOBON00527,EMOBON_UMF_Wa_220830_0.2um_1
EMOBON00528,EMOBON_UMF_Wa_220830_0.2um_2
EMOBON00529,EMOBON_UMF_Wa_220830_0.2um_1L
EMOBON00530,EMOBON_UMF_Wa_220830_0.2um_2L
EMOBON00531,EMOBON_UMF_Wa_220830_0.2um_3L
EMOBON00532,EMOBON_UMF_Wa_220830_0.2um_4L
EMOBON00533,EMOBON_IUIEilat_Wa_220223_0.2um_1
EMOBON00534,EMOBON_IUIEilat_Wa_220223_0.2um_2
EMOBON00535,EMOBON_IUIEilat_Wa_220223_3.0um_1
EMOBON00536,EMOBON_IUIEilat_Wa_220223_3.0um_2
EMOBON00537,EMOBON_IUIEilat_Wa_220508_0.2um_1
EMOBON00538,EMOBON_IUIEilat_Wa_220508_0.2um_2
EMOBON00539,EMOBON_IUIEilat_Wa_220508_3.0um_1
EMOBON00540,EMOBON_IUIEilat_Wa_220508_3.0um_2
EMOBON00541,EMOBON_IUIEilat_Wa_220705_0.2um_1
EMOBON00542,EMOBON_IUIEilat_Wa_220705_0.2um_2
EMOBON00543,EMOBON_IUIEilat_Wa_220705_3.0um_1
EMOBON00544,EMOBON_IUIEilat_Wa_220705_3.0um_2
EMOBON00545,EMOBON_ROSKOGO_So_210923_macro_1
EMOBON00546,EMOBON_MarBIo_S1_220607_220907_MF100
EMOBON00547,EMOBON_BPNS_So_220420_macro_1
EMOBON00548,EMOBON_BPNS_So_210701_meio_1
EMOBON00549,EMOBON_BPNS_So_210701_meio_2
EMOBON00550,EMOBON_BPNS_So_211028_meio_1
EMOBON00551,EMOBON_BPNS_So_211028_meio_2
EMOBON00552,EMOBON_BPNS_So_211028_meio_blank
EMOBON00553,EMOBON_OOB_So_210608_meio_1
EMOBON00554,EMOBON_OOB_So_210608_meio_2
EMOBON00555,EMOBON_OOB_So_211012_meio_1
EMOBON00556,EMOBON_OOB_So_211012_meio_2
EMOBON00557,EMOBON_OOB_So_220425_meio_1
EMOBON00558,EMOBON_OOB_So_220425_meio_2
EMOBON00559,EMOBON_OOB_So_220628_meio_1
EMOBON00560,EMOBON_OOB_So_220628_meio_2
